emp_no,first_name,last_name,title,salary,from_date
28977,Fumiya,Markovitch,Senior Staff,40000,1999-07-25
28978,Vojin,Giarratana,Senior Staff,42288,1999-02-16
28981,Dipayan,Bernardinello,Senior Staff,40000,1990-05-18
28983,Mohammed,Luca,Senior Staff,40000,1993-06-29
28985,Jeanna,Kohling,Engineer,56583,1999-11-25
28991,Marsja,Junot,Senior Staff,40000,1999-11-29
28993,Domenick,Rijckaert,Senior Engineer,65380,1996-07-21
28997,Persi,Ramsay,Senior Staff,66934,1991-02-11
29003,Weicheng,Erol,Assistant Engineer,75270,1995-11-05
29004,Lein,Ressouche,Senior Engineer,40000,2000-05-05
29008,Werner,Pulkowski,Engineer,40000,1998-03-07
29015,Maja,Mandelberg,Technique Leader,45185,1991-08-10
29017,Mats,Pews,Staff,43050,1995-05-27
29024,Qunsheng,Itzigehl,Senior Engineer,41232,1997-05-21
29026,Parto,Byoun,Senior Engineer,40000,1991-06-12
29030,Nikolaus,Heiserman,Engineer,66552,1997-11-04
29031,Elzbieta,Demeyer,Staff,52206,1999-02-06
29032,Mizuhito,Rassart,Engineer,61256,1999-12-11
29044,Vivian,Heinisuo,Senior Staff,44742,1992-06-11
29045,Keung,Dayang,Senior Staff,85902,1998-01-25
29052,Doowon,Azulay,Senior Engineer,40000,1998-02-09
29057,Yongdong,Kitai,Senior Engineer,57402,1996-01-04
29059,Arumugam,Legleitner,Senior Engineer,57837,1995-06-29
29061,Odinaldo,Yeung,Senior Staff,71502,2001-07-13
29063,Mary,Seuren,Senior Engineer,41782,1996-06-14
29071,Jaideep,Hennings,Senior Staff,55949,1993-12-08
29077,Candida,Tagansky,Assistant Engineer,41624,1997-04-17
29080,Panayotis,Shumilov,Senior Staff,46519,1996-05-08
29081,Heeju,Nitsche,Staff,83196,1996-10-26
29087,Marlo,Schieder,Engineer,41925,1994-07-05
29088,Becky,Giaccio,Senior Engineer,40000,1995-08-31
29097,Serge,Wilharm,Engineer,67343,1998-01-05
29099,Stepehn,Erdmenger,Senior Engineer,51557,1999-05-08
29101,Jouni,Salverda,Senior Engineer,40000,1996-09-23
29103,Sanjay,Otillio,Senior Engineer,40338,1991-08-20
29105,Snehasis,Marsiglia,Senior Staff,52645,1993-08-10
29107,Diederik,Taubman,Senior Engineer,53905,1997-10-12
29113,Mads,Scharstein,Senior Staff,78067,1995-12-27
29120,Parto,Bergere,Senior Staff,85465,2002-06-03
29123,Kerhong,Rabehasaina,Senior Staff,84957,1999-02-25
29126,Visit,Suessmith,Senior Engineer,49310,2000-07-25
29129,Poorav,Stassinopoulos,Senior Staff,40000,1994-05-26
29133,Rafael,Peck,Senior Staff,67100,1990-12-06
29141,Fun,Takanami,Engineer,45267,1999-09-12
29142,Froduald,Aloisi,Senior Staff,46448,1999-02-17
29149,Adel,Pillow,Senior Engineer,40000,1997-07-09
29156,Youngkon,Cyne,Engineer,40509,1996-08-04
29161,Youssef,Foote,Engineer,44720,1997-08-31
29164,Alagu,Mitchem,Senior Staff,62223,1999-08-30
29168,Nahid,Schwabacher,Senior Staff,49547,1999-11-17
29169,Miyeon,Huxford,Staff,101044,1994-12-14
29171,Syozo,Baaleh,Senior Staff,69479,1989-01-30
29174,Shaibal,Ferretti,Senior Staff,68513,2000-08-13
29178,Hairong,Foong,Senior Engineer,50500,2000-11-01
29182,Arumugam,Aamodt,Senior Staff,40000,1992-01-09
29185,Vishwani,Peroz,Assistant Engineer,62023,1996-01-11
29190,Mahendra,Sudbeck,Senior Staff,40000,1994-05-22
29191,Ayakannu,Krogh,Engineer,46650,1999-12-07
29194,Sarita,Peris,Senior Engineer,47274,1997-10-22
29197,Marlo,Stentiford,Staff,67607,1993-12-18
29199,Chaoyi,Mondadori,Senior Staff,59549,1992-06-29
29200,Kwok,Vingron,Engineer,48514,1997-02-11
29202,Rajmohan,Roohalamini,Senior Engineer,56930,1985-12-29
29203,Ger,Adachi,Senior Staff,65175,1997-01-03
29204,Ghassan,Remmele,Senior Staff,40000,1994-05-23
29206,Yunming,Chimia,Senior Engineer,46621,2001-11-18
29207,Shim,Naudin,Senior Engineer,40000,1999-03-04
29208,Radoslaw,Schusler,Technique Leader,52370,1988-05-13
29214,Stepehn,Schach,Senior Staff,47759,1997-06-21
29222,Remzi,Trachtenberg,Staff,40000,1999-07-16
29228,Leszek,Guerreiro,Senior Staff,40000,1998-11-29
29236,Radhia,Felcyn,Engineer,40000,1994-02-17
29237,Gennadi,Beznosov,Senior Engineer,40000,1994-06-25
29241,Bogdan,Baja,Staff,81718,1999-06-29
29243,Sibyl,Koyama,Senior Engineer,54488,2001-03-07
29250,Radoslaw,Besancenot,Senior Staff,60178,1995-06-26
29253,Mingzeng,Eastman,Senior Engineer,40000,2002-05-01
29256,Mountaz,Schiettecatte,Senior Engineer,41599,1994-12-04
29259,Jingling,Perng,Assistant Engineer,42070,1996-11-07
29269,Mingzeng,Tiemann,Senior Engineer,42064,1998-06-10
29284,Aloys,Hofman,Senior Engineer,59542,1996-02-23
29291,Guiseppe,Emiris,Senior Staff,65468,1990-09-26
29312,Yefim,Feldhoffer,Engineer,40000,1997-10-29
29317,Navin,Conia,Senior Engineer,40000,1997-06-23
29318,Bernardo,Karlin,Senior Engineer,40000,1994-05-15
29322,Sanjay,Oehlmann,Staff,58398,1998-12-17
29329,Takushi,Sooriamurthi,Senior Engineer,58949,1998-10-14
29334,Takahira,Heiserman,Senior Staff,48912,1994-01-10
29339,Mary,Itzfeldt,Senior Staff,56652,2000-01-18
29342,Moti,Muniz,Senior Staff,40000,1994-06-07
29343,Akhilish,Puppo,Senior Engineer,42582,1992-02-09
29348,Tamiya,Gajiwala,Senior Staff,83352,1995-08-25
29352,Panayotis,Breugel,Staff,64706,1996-10-28
29354,Syozo,Nooteboom,Senior Staff,41027,1995-02-28
29361,LiMin,McDermid,Engineer,40000,1998-07-30
29366,Domenico,Ohori,Senior Staff,54398,1993-06-19
29367,Vitali,Birch,Senior Staff,63891,1998-07-15
29371,Hyuncheol,Bottner,Senior Staff,46085,1999-12-31
29372,Parke,Chinin,Engineer,40000,2000-03-12
29376,Make,Bierman,Senior Engineer,47083,1997-08-16
29379,Tommaso,Taneja,Assistant Engineer,40000,1995-06-18
29381,Caolyn,Underwood,Technique Leader,40000,1994-08-01
29387,Roddy,Saoudi,Senior Engineer,81501,1995-07-01
29389,Takushi,Swist,Senior Staff,40000,1997-07-05
29390,Mang,Crooks,Senior Engineer,40000,1997-12-01
29391,Jayesh,Huhdanpaa,Senior Engineer,54825,2001-09-27
29404,Sastry,Reeker,Senior Engineer,40000,1998-03-19
29406,Troy,Haraldson,Senior Staff,40495,2002-06-17
29407,Reuven,Strandh,Senior Engineer,40000,1996-08-05
29410,Heejo,Munke,Senior Engineer,59468,1989-05-08
29419,Kendra,Scharstein,Senior Engineer,51369,1995-08-12
29425,Mingdong,Muntz,Senior Engineer,40000,1994-07-07
29430,Heeju,Schonegge,Senior Engineer,40000,2002-02-24
29431,Jeong,Bresenham,Senior Staff,73830,1999-08-18
29436,Godehard,Schnelling,Senior Engineer,52520,1996-08-07
29442,Horward,Piazza,Senior Engineer,52113,1994-10-27
29443,Maya,Lambe,Engineer,40000,2000-01-24
29450,Pranas,Driscoll,Senior Staff,51333,1999-06-15
29456,Barun,Krohm,Staff,58290,1998-03-01
29458,Fumitake,Demos,Senior Staff,58869,1994-06-24
29465,Kshitij,Ramsay,Senior Staff,82584,1994-09-17
29466,Kinh,Miculan,Senior Engineer,40000,1993-03-12
29468,Ramya,Bojadziev,Senior Staff,40000,2002-02-20
29469,Rafael,Cmelik,Engineer,46713,1995-04-09
29471,Gererd,Ravishankar,Senior Engineer,45058,1994-08-24
29475,Jianhui,Rosti,Senior Engineer,40000,1999-08-01
29476,Elzbieta,Awdeh,Engineer,40000,1994-10-01
29485,Ortrun,Shobatake,Senior Staff,55230,1995-09-10
29486,Jouni,Gerteisen,Senior Engineer,61982,1985-06-03
29488,Niclas,Eastman,Technique Leader,51869,1988-06-24
29495,Mizuhito,Morrey,Senior Staff,70970,1995-11-19
29499,Richard,Schwartzburd,Assistant Engineer,64855,1999-09-07
29502,Nikolaos,Ozeki,Engineer,48053,1999-10-16
29507,Adel,Panwar,Senior Engineer,58624,1996-10-05
29510,Danel,Butner,Senior Staff,40000,1994-11-09
29511,Sadegh,Taubman,Engineer,47419,1998-10-13
29513,Genki,Cusworth,Senior Engineer,43835,1990-07-08
29515,Kish,Karcich,Senior Engineer,40000,1996-12-30
29516,Dung,Koblitz,Senior Staff,78237,1995-07-16
29519,Theirry,Bahr,Senior Engineer,55816,1991-12-24
29520,Shunichi,Ozery,Senior Engineer,40000,1997-12-19
29524,Murthy,Engberts,Senior Staff,40000,1985-07-24
29527,Adamantios,Oaver,Senior Staff,58827,1995-11-06
29529,Leni,Coors,Engineer,40000,1997-07-14
29547,Woody,Ranai,Senior Staff,78758,2001-11-08
29554,Rafael,Marletta,Technique Leader,40000,1993-03-18
29556,Xiping,Birnbaum,Engineer,55325,1998-08-20
29559,Shin,Edelhoff,Engineer,56698,1999-02-10
29563,Kiam,Salvesen,Senior Engineer,53732,1996-06-21
29573,Kwangsub,Linnainmaa,Senior Staff,84246,2000-07-11
29574,Gretta,Klyachko,Senior Engineer,57806,1998-01-13
29578,Idoia,Kusalik,Senior Staff,88665,1998-01-28
29580,Rafail,Peyn,Senior Engineer,42440,1999-03-19
29581,Remco,Pusterhofer,Senior Staff,92779,1996-06-25
29583,Subhada,Waymire,Senior Staff,80921,1993-07-16
29589,Zhilian,Beetstra,Senior Engineer,40000,1992-09-27
29590,Heng,Cooley,Senior Staff,51036,1996-08-19
29594,Yolla,Ermel,Staff,47004,1996-08-04
29596,Geoff,Lueh,Senior Staff,60429,1990-08-01
29597,Yoshinari,Codenie,Senior Engineer,40000,1990-04-25
29603,Kristina,Khamsi,Staff,68610,1997-12-17
29621,Horward,Warwick,Senior Staff,79605,2001-10-03
29622,Yifei,Mattern,Senior Engineer,42526,2002-07-01
29623,Heekeun,Stille,Engineer,40000,1996-06-26
29627,Nevin,Erde,Senior Staff,40000,1999-07-19
29628,Rutger,Soloway,Technique Leader,42838,1990-09-11
29633,Oscal,Gelosh,Senior Staff,46451,2001-10-13
29634,Satyanarayana,Hanabata,Senior Staff,61756,1992-10-03
29644,Feixiong,Vernadat,Senior Engineer,40000,2002-02-21
29647,Chinhyun,Aloia,Assistant Engineer,43712,1999-10-01
29651,Divier,Knightly,Senior Staff,68240,1994-09-07
29652,Khatoun,Chleq,Senior Staff,40000,2000-07-04
29653,Xiaoshan,Coors,Senior Engineer,40000,1997-04-05
29658,Wuxu,Nannarelli,Senior Engineer,40206,1998-06-27
29659,Adel,Pokrovskii,Senior Staff,45464,1991-06-06
29661,Francesca,Kusakabe,Senior Engineer,40000,2001-12-16
29664,Aiman,Stanger,Senior Staff,47908,1995-08-07
29666,Yonghong,Thummel,Senior Staff,79310,2002-03-24
29670,Arunachalam,Besselaar,Senior Staff,72782,2001-01-19
29674,Olivera,Gill,Senior Engineer,48645,1996-03-15
29684,Xiadong,Munoz,Senior Engineer,61061,1995-09-14
29685,Lijie,Rosin,Staff,45154,1997-04-26
29689,Keiichiro,Merlo,Senior Staff,72446,1991-02-27
29690,Eran,Fioravanti,Senior Staff,90555,1995-11-09
29706,Giordano,Farrow,Senior Engineer,40000,1995-10-02
29715,Dinah,Valette,Senior Engineer,63539,1994-11-16
29719,Sumant,Takkinen,Senior Staff,66023,1994-06-18
29722,Aron,Flanders,Engineer,54348,1998-01-18
29723,Guiseppe,Radhakrishnan,Engineer,42621,1999-11-10
29729,Alassane,Bernatsky,Senior Staff,87778,1997-11-04
29730,Maha,Vecchio,Engineer,40000,1996-04-02
29739,Danil,Comyn,Senior Engineer,40000,1994-12-20
29747,Stevo,Kampfer,Senior Staff,76845,2000-07-11
29756,Kazuhide,Nittel,Engineer,53848,1994-08-20
29759,Arif,Thimonier,Senior Staff,40000,1992-02-14
29760,Jinya,Paludetto,Senior Staff,68525,1985-09-11
29762,Lucien,Junot,Senior Staff,40000,1996-11-10
29769,Lansing,Schahn,Senior Staff,41362,2001-04-10
29777,Dharmaraja,Muntz,Staff,44291,1996-08-07
29788,Radhia,Kaminger,Senior Engineer,50834,1997-09-09
29792,Selwyn,Sridhar,Senior Staff,50553,1989-08-12
29795,Kristine,Sessa,Senior Staff,72639,1997-05-06
29796,Munehiko,Muniz,Senior Engineer,57073,2000-07-27
29797,Selwyn,Krzyzanowski,Technique Leader,40000,1988-10-18
29799,Weiyi,Kroon,Staff,61674,1997-03-05
29802,Herb,Paciorek,Senior Engineer,40000,2001-06-06
29803,Steen,Comte,Engineer,40000,1998-01-25
29805,Branimir,Thisen,Senior Staff,40000,2002-02-07
29809,Foong,Fortenbacher,Senior Staff,40000,1989-09-11
29810,Arne,Madeira,Senior Engineer,56015,1993-11-25
29811,Erzsebet,Kohling,Technique Leader,48409,1987-12-17
29812,Yefim,Gimarc,Engineer,45714,1999-07-26
29813,Jianhua,Fujisaki,Senior Staff,64475,1997-06-17
29814,Ulf,Karunanithi,Engineer,40000,1997-02-23
29816,Kiyomitsu,Munck,Senior Engineer,64415,1997-05-19
29817,Florian,Sadowski,Senior Engineer,41810,1992-02-20
29819,Subhrajyoti,Ghelli,Senior Staff,43576,1994-07-18
29825,Jeong,Kenevan,Senior Engineer,40000,1995-03-17
29829,Pranjal,Pepe,Senior Engineer,44008,1992-03-28
29835,Harjit,Nyrup,Senior Staff,68960,1999-01-23
29836,Kazuhiko,Ossenbruggen,Senior Staff,48323,1998-10-21
29849,Phule,Peha,Senior Staff,40000,2001-10-02
29850,Hyuncheol,Junot,Senior Staff,50393,1990-01-12
29856,Yuichiro,Pardalos,Senior Engineer,40000,1988-09-23
29862,Urs,Llado,Senior Staff,61981,1990-04-19
29865,Mingsen,Genther,Senior Staff,40000,1999-05-05
29869,Mads,Camurati,Engineer,40840,1999-07-19
29870,Troy,Stranks,Staff,58013,1997-03-05
29871,Xiaobin,Pocchiola,Senior Engineer,56260,1996-03-12
29873,Monique,Aloisi,Senior Engineer,40075,2000-12-09
29877,Mingsen,Kitai,Senior Staff,40000,1994-06-02
29878,Rajmohan,Schonegge,Engineer,40000,1996-10-31
29890,Stabislas,Lores,Senior Staff,85107,1992-01-27
29899,Yinghua,Juneja,Staff,75004,1994-04-13
29902,Kasturi,Asser,Senior Staff,65826,1987-12-05
29905,Guther,Koyama,Senior Staff,64226,1996-12-27
29911,Jiafu,Schnelling,Senior Staff,70362,1997-01-23
29913,Falguni,Rajala,Senior Staff,63670,2000-08-02
29916,Boaz,Escriba,Technique Leader,46400,1997-09-10
29917,Sahrah,Roohalamini,Senior Engineer,79167,1998-02-28
29919,Goa,Kugler,Senior Engineer,40000,1993-09-27
29922,Hironobu,Chvatal,Senior Engineer,40000,1995-12-26
29927,Kwun,Schiettecatte,Senior Staff,40000,2001-05-14
29938,Mariusz,Serna,Senior Engineer,53257,1999-02-03
29946,Shooichi,McClure,Senior Staff,55355,1991-08-15
29948,Elzbieta,Kruskal,Senior Engineer,40000,1992-07-13
29950,Laurentiu,Vasanthakumar,Engineer,43906,2000-10-15
29952,Jianhao,Kusakari,Engineer,40000,1999-02-24
29955,Dannz,Bondorf,Staff,40000,1997-03-15
29963,Tristan,Roison,Senior Engineer,49839,1991-12-09
29969,Lena,McAffer,Senior Engineer,40000,1987-05-14
29976,Youjian,Brendel,Engineer,40000,1998-09-25
29983,Lucian,Christ,Senior Engineer,40000,1993-08-23
29985,Marin,Roisin,Senior Engineer,60087,1990-02-16
29989,Zorica,Borstler,Staff,40000,1997-04-02
29991,Aral,Rosenbaum,Senior Staff,83701,1995-07-12
29993,Claudi,Murthy,Technique Leader,46875,1997-08-30
29996,Gennady,Pfau,Engineer,40000,1993-12-17
30000,Matt,Avouris,Senior Engineer,58543,1993-10-21
30001,Izaskun,Morton,Senior Staff,40000,1996-05-21
30003,Takahito,Vilarrasa,Senior Staff,59115,1998-01-06
30008,Tsutomu,Kalafatis,Senior Engineer,57431,1995-09-18
30016,Nathan,Nastansky,Senior Engineer,40000,1996-09-24
30021,Martijn,Rosca,Senior Staff,74081,1996-06-01
30022,Ger,Genin,Senior Staff,70392,1996-01-07
30039,Ronghao,Antonisse,Senior Engineer,40000,1995-02-07
30047,Utpal,Schlumberger,Senior Staff,49750,1999-08-17
30062,Phuoc,Ertl,Senior Engineer,40000,1996-06-04
30067,Francoise,Georg,Engineer,43478,1995-11-11
30068,Zhenbing,Klassen,Senior Engineer,49940,1990-12-30
30072,Owen,Kalafatis,Senior Staff,63519,1991-12-04
30075,Bojan,Zedlitz,Senior Staff,55958,1987-03-07
30078,Greger,Thummel,Senior Staff,44080,1997-03-17
30083,Wanqing,Burnard,Senior Engineer,50950,1995-02-04
30084,Jiafu,Cronin,Senior Engineer,66588,1994-02-25
30090,Hausi,Siprelle,Senior Staff,53047,2001-02-15
30092,Kristof,Pusterhofer,Senior Engineer,73013,2002-01-23
30101,Berni,Olano,Technique Leader,40000,1986-12-23
30102,Ranan,Asrin,Senior Engineer,40000,2001-01-22
30103,Murthy,Gini,Senior Staff,81159,1997-01-10
30104,Eishiro,Krohn,Senior Engineer,40000,1998-04-15
30106,Zeljko,Yamaashi,Engineer,40000,1999-03-21
30109,Kiyokazu,Legleitner,Senior Engineer,40000,2001-04-03
30114,Mikhail,Asrin,Senior Staff,77989,1996-04-24
30120,Francoise,Ghelli,Engineer,46832,1998-01-18
30123,Rosita,Baba,Technique Leader,78638,1988-01-16
30133,Tonny,Bharadwaj,Senior Engineer,40000,2000-07-12
30136,Unal,Baranowski,Senior Staff,40000,1986-10-08
30143,Indrajit,Huttel,Senior Staff,53875,1998-11-06
30147,Richard,Bennet,Staff,40000,1999-09-02
30148,Lakshmi,Linnainmaa,Senior Staff,68284,1993-08-10
30167,Sorina,Tiemann,Senior Engineer,64649,1993-07-25
30172,Randy,Matzke,Senior Staff,84108,1999-11-04
30179,Shirish,Krzyzanowski,Senior Staff,76390,1993-01-31
30181,Shunichi,Ariola,Senior Staff,50309,1997-06-16
30189,Krisda,Koblick,Technique Leader,40000,1986-12-24
30191,Gian,Azevdeo,Engineer,40000,1998-09-10
30192,Stevo,Back,Technique Leader,40000,1990-05-13
30198,Saeed,Arlazarov,Senior Staff,40000,2000-08-15
30203,Atreyi,Vidya,Engineer,40448,1999-03-20
30206,Toong,Mandelberg,Senior Staff,40000,1988-04-07
30209,Yannis,Aloisi,Senior Staff,89176,2000-12-22
30215,Djelloul,Jiang,Senior Engineer,83816,1999-09-02
30220,Marjo,Bouloucos,Engineer,40000,1997-09-04
30223,Jasminko,Melski,Senior Engineer,40000,1997-04-17
30226,Shiv,Reghbati,Senior Engineer,47180,1997-12-01
30231,Heon,Cichocki,Senior Engineer,42245,1995-03-03
30235,Tuval,Crelier,Senior Staff,42567,2002-02-08
30239,Barry,Conte,Senior Staff,67027,1998-09-11
30240,Berry,Merks,Senior Staff,103696,1998-03-29
30241,Kensyu,Thiran,Senior Engineer,63819,1994-11-12
30242,Maris,Viele,Senior Engineer,77204,1995-01-07
30247,Jeanne,Ranum,Senior Engineer,40000,1991-02-11
30251,Tadanori,Radhakrishnan,Senior Staff,40000,1998-04-15
30252,Junichi,Keustermans,Engineer,53993,1997-03-20
30253,Renee,Valette,Senior Staff,72827,1993-05-02
30260,Trygve,Feinberg,Senior Staff,105455,1997-08-12
30261,Bernardo,Claffy,Senior Engineer,64090,2002-02-25
30263,Prodip,Acton,Engineer,75954,1996-09-27
30269,Dharmaraja,Valtorta,Senior Staff,40000,1994-12-02
30274,Hironoby,Chiola,Senior Engineer,41486,1995-03-07
30275,Miquel,Malabarba,Senior Engineer,47626,2001-03-03
30276,Kazuhiko,Matheson,Senior Engineer,40000,2000-07-19
30278,Yolla,Clemencon,Engineer,54630,1998-05-23
30285,Parke,Cyre,Senior Engineer,40000,1994-03-29
30286,Doowon,Leslie,Senior Staff,42257,1996-09-15
30300,Gilbert,Klassen,Engineer,40000,1999-09-21
30302,Amstein,Sankaranarayanan,Senior Staff,80557,1992-08-16
30303,Hyuckchul,Melter,Engineer,44574,1997-02-08
30305,Pramod,Chappelet,Senior Staff,66002,1996-05-30
30309,Jayesh,Azevdeo,Staff,41215,1997-04-12
30310,Mototsugu,Senzako,Engineer,40000,1995-08-31
30313,Srinidhi,Candan,Senior Engineer,63475,2000-10-31
30314,Quingbo,Beutelspacher,Assistant Engineer,40000,1996-06-16
30318,Tremaine,Gien,Senior Engineer,41487,1992-07-01
30319,Tomofumi,Driscoll,Staff,40348,1999-04-28
30320,Kristine,Facello,Senior Engineer,40000,1996-06-09
30329,Shim,Soicher,Senior Engineer,40000,2001-07-04
30330,Caolyn,Nitsch,Senior Staff,74776,1996-11-09
30331,Lene,Vuskovic,Senior Engineer,53126,2000-02-04
30332,Nathalie,Oppitz,Senior Staff,84544,2000-07-08
30334,Yongqiao,Atchley,Senior Staff,40000,1991-06-23
30340,Fumiya,Condotta,Senior Engineer,51477,2000-11-26
30342,Xiaoheng,Heystek,Senior Engineer,51519,1996-06-14
30351,Djenana,Blokdijk,Senior Staff,85423,1991-07-15
30358,Phuoc,Radhakrishnan,Technique Leader,59017,1989-10-05
30361,Nidapan,DasSarma,Engineer,40000,1995-08-22
30362,Taizo,Beidas,Staff,97680,1998-11-26
30364,Miquel,Byoun,Senior Engineer,40000,1997-06-26
30372,Xiadong,Maccarone,Staff,41315,1994-05-04
30373,Jayesh,Vasanthakumar,Senior Staff,75420,1992-06-14
30374,Xiaocheng,Reinhart,Senior Engineer,40000,1994-01-18
30380,Jianhao,Templeman,Engineer,40000,1996-11-28
30381,Sampalli,Hartvigsen,Senior Engineer,44351,1989-06-17
30390,Oddvar,Pocchiola,Senior Staff,56468,1994-06-08
30396,Vishv,Hmelo,Senior Engineer,43983,1993-05-26
30407,Toshiki,Coors,Senior Staff,40000,1987-03-12
30408,Masasuke,Crelier,Engineer,40000,1998-10-07
30409,Eberhardt,Kornyak,Senior Engineer,49270,1995-10-18
30410,Feiyu,Menyhert,Senior Staff,70577,1992-11-06
30418,Adit,Perl,Senior Staff,61205,1996-08-31
30424,Hsiangchu,Jenevein,Senior Engineer,54214,1996-04-27
30425,Rimli,Akazan,Senior Staff,86775,1997-10-27
30434,Shay,Sury,Technique Leader,61097,1991-07-07
30437,Mahmut,Otillio,Engineer,45815,2000-05-09
30441,Janche,Lorin,Staff,42747,1997-01-22
30448,Jacqueline,Brodie,Senior Staff,52135,2000-07-23
30454,Pradeep,Plessier,Senior Engineer,40000,1995-06-04
30466,Sumant,Giaccio,Senior Staff,78285,1999-02-20
30470,Siamak,Jayawardene,Senior Engineer,63439,1999-07-30
30475,Weicheng,Orlowski,Engineer,46081,1997-11-25
30478,Gad,Ozeri,Senior Engineer,55970,1999-06-29
30479,Shigenori,Kampfer,Engineer,56666,1997-10-16
30497,Youjian,Pettis,Senior Staff,79544,1994-07-08
30498,Heng,Jervis,Engineer,49808,1996-11-12
30500,Mang,Wallrath,Senior Engineer,40000,1997-12-22
30501,Jiang,Shiratori,Engineer,43713,1999-09-14
30506,Yakkov,Chandrasekhar,Senior Staff,67413,1997-01-27
30507,Adamantios,Remmers,Senior Engineer,44681,1998-02-27
30508,Herbert,Aloisi,Staff,76313,1997-02-03
30509,Keiichiro,Comellas,Senior Staff,88983,1993-04-29
30514,Leon,Rouquie,Engineer,55066,1999-07-12
30515,Surveyors,Walstra,Senior Staff,46146,1999-06-23
30521,Tetsushi,Kroha,Engineer,67215,1997-07-24
30525,Snehasis,Matzen,Senior Staff,52728,1991-10-18
30529,Edwin,Cooley,Senior Staff,81137,1989-07-30
30531,Limsoon,Talmor,Senior Engineer,40000,2000-04-28
30537,Bluma,Gini,Senior Engineer,40000,1993-10-19
30546,Janalee,Oehlmann,Senior Staff,50375,2000-08-30
30555,Dante,Hiraishi,Staff,92164,1999-10-11
30557,Goncalo,Manders,Senior Staff,40000,1994-07-16
30559,Moss,Neimat,Senior Staff,83373,2000-01-26
30567,Duke,Nitta,Senior Staff,77355,1999-08-10
30569,Haldon,Gajiwala,Senior Engineer,47765,1997-06-28
30571,Ziva,Bonifati,Engineer,40000,1997-07-31
30573,Marie,Rijckaert,Technique Leader,40000,1989-04-28
30576,Christfried,Heijenga,Engineer,40000,1997-09-28
30577,JoAnna,Rosaz,Engineer,47757,1998-12-17
30582,Oscar,Kavanagh,Engineer,40000,1997-12-20
30586,Jianhao,Curless,Technique Leader,51831,1990-08-20
30588,Chandrasekaran,Tokunaga,Staff,40000,1997-06-30
30589,Chirstian,Reistad,Senior Engineer,49982,1993-10-26
30601,Gilbert,Cyne,Senior Staff,66545,1994-03-20
30606,Chuanyi,Shrader,Senior Engineer,50508,2002-06-22
30614,Nalini,Peir,Assistant Engineer,40000,1998-03-07
30618,Weicheng,Zweizig,Engineer,54036,1997-10-31
30622,Naftali,Perko,Senior Engineer,65210,1987-01-12
30624,Gou,Rosiles,Staff,66064,1997-10-09
30633,Arra,Ranta,Senior Engineer,50009,1987-01-05
30634,Patricio,Farrel,Senior Engineer,45289,1987-12-06
30644,Marlo,Hegner,Engineer,40000,1996-02-11
30645,Saddek,Herbst,Engineer,40000,1996-04-18
30648,Macha,Chartres,Senior Engineer,40000,1986-06-04
30649,Baruch,Peron,Technique Leader,54757,1995-10-20
30655,Xuedong,Anandan,Senior Staff,74391,1993-02-04
30656,Gritta,Ranst,Engineer,40000,1999-11-24
30661,Kiyokazu,Genin,Staff,51977,1998-10-21
30662,Basil,Pouyioutas,Senior Staff,85441,1997-02-26
30663,Gurbir,Sigstam,Senior Staff,69262,1995-08-23
30664,Jixiang,Peot,Senior Engineer,40000,1996-01-10
30665,Hideo,Hitomi,Senior Staff,83366,2002-01-24
30666,Guadalupe,Clemencon,Senior Engineer,48925,1986-06-15
30670,Lillian,Zizka,Staff,70748,1997-06-27
30672,Theirry,Luff,Senior Staff,83681,2000-12-04
30673,Berry,Ozeki,Senior Staff,42867,1995-07-06
30679,Shushma,Gargeya,Senior Staff,49164,1988-07-11
30687,Bodh,Soicher,Senior Staff,75261,1990-11-15
30689,Jeong,Potthoff,Senior Staff,43243,1992-06-14
30698,Djenana,Kropp,Senior Staff,40000,1994-08-16
30702,Vincent,Shumilov,Engineer,47555,1996-03-03
30705,Satoru,Teitelbaum,Staff,55385,1997-01-02
30706,Genki,Stanger,Senior Engineer,40000,1993-07-07
30712,Lijie,Byoun,Senior Engineer,40000,1993-05-10
30713,Chriss,Chepyzhov,Senior Staff,99489,2000-11-05
30715,Denny,Sgarro,Technique Leader,47875,1991-03-29
30727,Toshimitsu,Sury,Senior Staff,85079,1994-08-25
30730,Willard,Pelc,Senior Staff,105440,1986-02-12
30744,Khatoun,Fadgyas,Senior Staff,46573,1997-04-15
30747,Uma,Laurillard,Senior Engineer,50626,1999-03-08
30753,Cullen,Khalid,Senior Engineer,40000,1995-05-30
30754,Shigenori,Shanbhogue,Senior Engineer,40000,1999-06-11
30761,Hisao,Iisaka,Senior Engineer,40000,1990-03-31
30764,Heping,Qiwen,Senior Engineer,62577,1990-06-13
30769,Berry,Frolund,Senior Staff,83160,1994-01-11
30770,Shimshon,Fabrizio,Engineer,51997,1998-02-20
30775,Susanna,Ecklund,Engineer,41141,1999-03-13
30780,Boguslaw,Swab,Senior Engineer,40000,1999-10-09
30784,Along,Griswold,Staff,77026,1998-08-22
30788,Kazuhisa,Schaft,Senior Staff,63849,2000-07-21
30791,Xiong,Ariola,Technique Leader,40000,1986-09-13
30795,Saniya,Gulak,Engineer,53010,1998-10-15
30802,Keung,Bernini,Senior Engineer,40000,1996-07-27
30806,Leen,Furudate,Engineer,52621,1998-03-03
